scenario,policy_type,model,indicator,quarter,impact
Infrastructure Investment Boost,fiscal,rbc,government_debt,11,0.2855155480012654
Infrastructure Investment Boost,fiscal,rbc,government_debt,12,0.17580224118659224
Infrastructure Investment Boost,fiscal,rbc,trade_balance,0,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,1,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,2,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,3,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,4,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,5,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,6,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,7,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,8,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,9,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,10,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,11,0.0
Infrastructure Investment Boost,fiscal,rbc,trade_balance,12,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,0,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,1,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,2,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,3,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,4,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,5,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,6,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,7,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,8,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,9,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,10,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,11,0.0
Infrastructure Investment Boost,fiscal,rbc,real_exchange_rate,12,0.0
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,1,0.02195476556309649
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,2,0.14122205122156697
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,3,0.3232945000507173
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,4,0.5093179196532348
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,5,0.4316504208372286
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,6,0.43165114650284625
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,7,0.5118012064454268
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,8,0.47592061502855865
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,9,0.4212492321416752
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,10,0.4659811539264997
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,11,0.27418360464435587
Infrastructure Investment Boost,fiscal,behavioral,gdp_growth,12,0.12674807822552797
Infrastructure Investment Boost,fiscal,behavioral,inflation,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,inflation,1,0.008226717233245162
Infrastructure Investment Boost,fiscal,behavioral,inflation,2,0.048281805014968204
Infrastructure Investment Boost,fiscal,behavioral,inflation,3,0.1680194603612236
Infrastructure Investment Boost,fiscal,behavioral,inflation,4,0.320882224005807
Infrastructure Investment Boost,fiscal,behavioral,inflation,5,0.30556374190862967
Infrastructure Investment Boost,fiscal,behavioral,inflation,6,0.3506844093082394
Infrastructure Investment Boost,fiscal,behavioral,inflation,7,0.3091271814322789
Infrastructure Investment Boost,fiscal,behavioral,inflation,8,0.29198167415460013
Infrastructure Investment Boost,fiscal,behavioral,inflation,9,0.38983205814333294
Infrastructure Investment Boost,fiscal,behavioral,inflation,10,0.3323236057834579
Infrastructure Investment Boost,fiscal,behavioral,inflation,11,0.22896262562605613
Infrastructure Investment Boost,fiscal,behavioral,inflation,12,0.06489189500207582
Infrastructure Investment Boost,fiscal,behavioral,unemployment,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,unemployment,1,-0.018509012633856216
Infrastructure Investment Boost,fiscal,behavioral,unemployment,2,-0.1095619652831979
Infrastructure Investment Boost,fiscal,behavioral,unemployment,3,-0.265800448299025
Infrastructure Investment Boost,fiscal,behavioral,unemployment,4,-0.3272262673762472
Infrastructure Investment Boost,fiscal,behavioral,unemployment,5,-0.36042171545723944
Infrastructure Investment Boost,fiscal,behavioral,unemployment,6,-0.34991758749297147
Infrastructure Investment Boost,fiscal,behavioral,unemployment,7,-0.3604580248157996
Infrastructure Investment Boost,fiscal,behavioral,unemployment,8,-0.27702254172669616
Infrastructure Investment Boost,fiscal,behavioral,unemployment,9,-0.3404589056410898
Infrastructure Investment Boost,fiscal,behavioral,unemployment,10,-0.3759621715845007
Infrastructure Investment Boost,fiscal,behavioral,unemployment,11,-0.1987001396551583
Infrastructure Investment Boost,fiscal,behavioral,unemployment,12,-0.15484201743234813
Infrastructure Investment Boost,fiscal,behavioral,current_account,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,1,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,2,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,3,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,4,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,5,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,6,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,7,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,8,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,9,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,10,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,11,0.0
Infrastructure Investment Boost,fiscal,behavioral,current_account,12,0.0
Infrastructure Investment Boost,fiscal,behavioral,government_debt,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,government_debt,1,0.016356230583458763
Infrastructure Investment Boost,fiscal,behavioral,government_debt,2,0.07474595527140049
Infrastructure Investment Boost,fiscal,behavioral,government_debt,3,0.3327597302765255
Infrastructure Investment Boost,fiscal,behavioral,government_debt,4,0.45767008345218324
Infrastructure Investment Boost,fiscal,behavioral,government_debt,5,0.4437785127854363
Infrastructure Investment Boost,fiscal,behavioral,government_debt,6,0.5051157913488252
Infrastructure Investment Boost,fiscal,behavioral,government_debt,7,0.5250755772708072
Infrastructure Investment Boost,fiscal,behavioral,government_debt,8,0.5203289336699309
Infrastructure Investment Boost,fiscal,behavioral,government_debt,9,0.4360532458946023
Infrastructure Investment Boost,fiscal,behavioral,government_debt,10,0.4612814909094821
Infrastructure Investment Boost,fiscal,behavioral,government_debt,11,0.3331014726681429
Infrastructure Investment Boost,fiscal,behavioral,government_debt,12,0.20510261471769092
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,1,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,2,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,3,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,4,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,5,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,6,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,7,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,8,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,9,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,10,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,11,0.0
Infrastructure Investment Boost,fiscal,behavioral,trade_balance,12,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,0,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,1,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,2,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,3,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,4,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,5,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,6,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,7,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,8,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,9,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,10,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,11,0.0
Infrastructure Investment Boost,fiscal,behavioral,real_exchange_rate,12,0.0
Infrastructure Investment Boost,fiscal,hank,gdp_growth,0,0.0
Infrastructure Investment Boost,fiscal,hank,gdp_growth,1,0.02533242180357287
Infrastructure Investment Boost,fiscal,hank,gdp_growth,2,0.16294852064026957
Infrastructure Investment Boost,fiscal,hank,gdp_growth,3,0.3730321154431353
Infrastructure Investment Boost,fiscal,hank,gdp_growth,4,0.5876745226768093
Infrastructure Investment Boost,fiscal,hank,gdp_growth,5,0.4980581778891099
Infrastructure Investment Boost,fiscal,hank,gdp_growth,6,0.4980590151955918
Infrastructure Investment Boost,fiscal,hank,gdp_growth,7,0.590539853590877
Infrastructure Investment Boost,fiscal,hank,gdp_growth,8,0.5491391711867983
Infrastructure Investment Boost,fiscal,hank,gdp_growth,9,0.48605680631731746
Infrastructure Investment Boost,fiscal,hank,gdp_growth,10,0.5376705622228842
Infrastructure Investment Boost,fiscal,hank,gdp_growth,11,0.3163656976665644
Infrastructure Investment Boost,fiscal,hank,gdp_growth,12,0.14624778256791687
Infrastructure Investment Boost,fiscal,hank,inflation,0,0.0
Infrastructure Investment Boost,fiscal,hank,inflation,1,0.009049388956569678
Infrastructure Investment Boost,fiscal,hank,inflation,2,0.05310998551646505
Infrastructure Investment Boost,fiscal,hank,inflation,3,0.18482140639734596
Infrastructure Investment Boost,fiscal,hank,inflation,4,0.35297044640638775
Infrastructure Investment Boost,fiscal,hank,inflation,5,0.33612011609949266
Infrastructure Investment Boost,fiscal,hank,inflation,6,0.38575285023906336
Infrastructure Investment Boost,fiscal,hank,inflation,7,0.34003989957550684
Infrastructure Investment Boost,fiscal,hank,inflation,8,0.3211798415700602
Infrastructure Investment Boost,fiscal,hank,inflation,9,0.4288152639576662
Infrastructure Investment Boost,fiscal,hank,inflation,10,0.36555596636180365
Infrastructure Investment Boost,fiscal,hank,inflation,11,0.25185888818866176
Infrastructure Investment Boost,fiscal,hank,inflation,12,0.0713810845022834
Infrastructure Investment Boost,fiscal,hank,unemployment,0,0.0
Infrastructure Investment Boost,fiscal,hank,unemployment,1,-0.022210815160627454
Infrastructure Investment Boost,fiscal,hank,unemployment,2,-0.13147435833983745
Infrastructure Investment Boost,fiscal,hank,unemployment,3,-0.31896053795882995
Infrastructure Investment Boost,fiscal,hank,unemployment,4,-0.39267152085149654
Infrastructure Investment Boost,fiscal,hank,unemployment,5,-0.43250605854868723
Infrastructure Investment Boost,fiscal,hank,unemployment,6,-0.4199011049915657
Infrastructure Investment Boost,fiscal,hank,unemployment,7,-0.4325496297789594
Infrastructure Investment Boost,fiscal,hank,unemployment,8,-0.3324270500720353
Infrastructure Investment Boost,fiscal,hank,unemployment,9,-0.40855068676930767
Infrastructure Investment Boost,fiscal,hank,unemployment,10,-0.4511546059014007
Infrastructure Investment Boost,fiscal,hank,unemployment,11,-0.23844016758618986
Infrastructure Investment Boost,fiscal,hank,unemployment,12,-0.1858104209188177
Infrastructure Investment Boost,fiscal,hank,current_account,0,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,1,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,2,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,3,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,4,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,5,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,6,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,7,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,8,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,9,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,10,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,11,0.0
Infrastructure Investment Boost,fiscal,hank,current_account,12,0.0
Infrastructure Investment Boost,fiscal,hank,government_debt,0,0.0
Infrastructure Investment Boost,fiscal,hank,government_debt,1,0.018692834952524308
Infrastructure Investment Boost,fiscal,hank,government_debt,2,0.08542394888160061
Infrastructure Investment Boost,fiscal,hank,government_debt,3,0.3802968346017436
Infrastructure Investment Boost,fiscal,hank,government_debt,4,0.5230515239453525
Infrastructure Investment Boost,fiscal,hank,government_debt,5,0.507175443183356
Infrastructure Investment Boost,fiscal,hank,government_debt,6,0.5772751901129434
Infrastructure Investment Boost,fiscal,hank,government_debt,7,0.6000863740237798
Infrastructure Investment Boost,fiscal,hank,government_debt,8,0.5946616384799214
Infrastructure Investment Boost,fiscal,hank,government_debt,9,0.4983465667366886
Infrastructure Investment Boost,fiscal,hank,government_debt,10,0.5271788467536941
Infrastructure Investment Boost,fiscal,hank,government_debt,11,0.38068739733502066
Infrastructure Investment Boost,fiscal,hank,government_debt,12,0.23440298824878975
Infrastructure Investment Boost,fiscal,hank,trade_balance,0,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,1,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,2,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,3,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,4,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,5,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,6,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,7,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,8,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,9,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,10,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,11,0.0
Infrastructure Investment Boost,fiscal,hank,trade_balance,12,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,0,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,1,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,2,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,3,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,4,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,5,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,6,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,7,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,8,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,9,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,10,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,11,0.0
Infrastructure Investment Boost,fiscal,hank,real_exchange_rate,12,0.0
Tax Reform Package,fiscal,dsge,gdp_growth,0,0.0
Tax Reform Package,fiscal,dsge,gdp_growth,1,0.01788170950840438
Tax Reform Package,fiscal,dsge,gdp_growth,2,-0.09497751484216267
Tax Reform Package,fiscal,dsge,gdp_growth,3,-0.15668321262837512
Tax Reform Package,fiscal,dsge,gdp_growth,4,-0.21517092516931113
Tax Reform Package,fiscal,dsge,gdp_growth,5,-0.3684295214900402
Tax Reform Package,fiscal,dsge,gdp_growth,6,-0.3684289304501706
Tax Reform Package,fiscal,dsge,gdp_growth,7,-0.30314833864173396
Tax Reform Package,fiscal,dsge,gdp_growth,8,-0.33237234975049534
Tax Reform Package,fiscal,dsge,gdp_growth,9,-0.3769010778936584
Tax Reform Package,fiscal,dsge,gdp_growth,10,-0.3404678384309054
Tax Reform Package,fiscal,dsge,gdp_growth,11,-0.3766830369412487
Tax Reform Package,fiscal,dsge,gdp_growth,12,-0.37676627112852934
Tax Reform Package,fiscal,dsge,gdp_growth,13,-0.35128935822362284
Tax Reform Package,fiscal,dsge,gdp_growth,14,-0.33887808880768083
Tax Reform Package,fiscal,dsge,gdp_growth,15,-0.24209704197046925
Tax Reform Package,fiscal,dsge,gdp_growth,16,-0.11024235105267505
Tax Reform Package,fiscal,dsge,inflation,0,0.0
Tax Reform Package,fiscal,dsge,inflation,1,-0.024307946888026174
Tax Reform Package,fiscal,dsge,inflation,2,-0.05245806401771343
Tax Reform Package,fiscal,dsge,inflation,3,-0.14179257781250906
Tax Reform Package,fiscal,dsge,inflation,4,-0.21389528883204703
Tax Reform Package,fiscal,dsge,inflation,5,-0.2048244295458827
Tax Reform Package,fiscal,dsge,inflation,6,-0.24541863121167687
Tax Reform Package,fiscal,dsge,inflation,7,-0.23837932308748985
Tax Reform Package,fiscal,dsge,inflation,8,-0.274193956469123
Tax Reform Package,fiscal,dsge,inflation,9,-0.2530651853886044
Tax Reform Package,fiscal,dsge,inflation,10,-0.23733785784696323
Tax Reform Package,fiscal,dsge,inflation,11,-0.2676238458581353
Tax Reform Package,fiscal,dsge,inflation,12,-0.2309832475597039
Tax Reform Package,fiscal,dsge,inflation,13,-0.2544153285580513
Tax Reform Package,fiscal,dsge,inflation,14,-0.18700064999503865
Tax Reform Package,fiscal,dsge,inflation,15,-0.13444095869350553
Tax Reform Package,fiscal,dsge,inflation,16,-0.015545323571785494
Tax Reform Package,fiscal,dsge,unemployment,0,0.0
Tax Reform Package,fiscal,dsge,unemployment,1,-0.00036442506792421593
Tax Reform Package,fiscal,dsge,unemployment,2,0.03894180491819069
Tax Reform Package,fiscal,dsge,unemployment,3,0.15720871262678612
Tax Reform Package,fiscal,dsge,unemployment,4,0.1695372214507824
Tax Reform Package,fiscal,dsge,unemployment,5,0.2756393170651284
Tax Reform Package,fiscal,dsge,unemployment,6,0.21708890665524608
Tax Reform Package,fiscal,dsge,unemployment,7,0.2341389766797424
Tax Reform Package,fiscal,dsge,unemployment,8,0.27531525336846635
Tax Reform Package,fiscal,dsge,unemployment,9,0.2899385976598761
Tax Reform Package,fiscal,dsge,unemployment,10,0.27462694359212925
Tax Reform Package,fiscal,dsge,unemployment,11,0.2668774963755175
Tax Reform Package,fiscal,dsge,unemployment,12,0.26187020021908924
Tax Reform Package,fiscal,dsge,unemployment,13,0.23007990626007946
Tax Reform Package,fiscal,dsge,unemployment,14,0.18306420637334286
Tax Reform Package,fiscal,dsge,unemployment,15,0.12256275318408574
Tax Reform Package,fiscal,dsge,unemployment,16,0.09604230010791073
Tax Reform Package,fiscal,dsge,current_account,0,0.0
Tax Reform Package,fiscal,dsge,current_account,1,0.0
Tax Reform Package,fiscal,dsge,current_account,2,0.0
Tax Reform Package,fiscal,dsge,current_account,3,0.0
Tax Reform Package,fiscal,dsge,current_account,4,0.0
Tax Reform Package,fiscal,dsge,current_account,5,0.0
Tax Reform Package,fiscal,dsge,current_account,6,0.0
Tax Reform Package,fiscal,dsge,current_account,7,0.0
Tax Reform Package,fiscal,dsge,current_account,8,0.0
Tax Reform Package,fiscal,dsge,current_account,9,0.0
Tax Reform Package,fiscal,dsge,current_account,10,0.0
Tax Reform Package,fiscal,dsge,current_account,11,0.0
Tax Reform Package,fiscal,dsge,current_account,12,0.0
Tax Reform Package,fiscal,dsge,current_account,13,0.0
Tax Reform Package,fiscal,dsge,current_account,14,0.0
Tax Reform Package,fiscal,dsge,current_account,15,0.0
Tax Reform Package,fiscal,dsge,current_account,16,0.0
Tax Reform Package,fiscal,dsge,government_debt,0,0.0
Tax Reform Package,fiscal,dsge,government_debt,1,0.03656366200773892
Tax Reform Package,fiscal,dsge,government_debt,2,-0.051469198714312964
Tax Reform Package,fiscal,dsge,government_debt,3,-0.22824045547111502
Tax Reform Package,fiscal,dsge,government_debt,4,-0.2923410195948589
Tax Reform Package,fiscal,dsge,government_debt,5,-0.4337263788728565
Tax Reform Package,fiscal,dsge,government_debt,6,-0.4790303889572306
Tax Reform Package,fiscal,dsge,government_debt,7,-0.4337371977521214
Tax Reform Package,fiscal,dsge,government_debt,8,-0.38078835450903137
Tax Reform Package,fiscal,dsge,government_debt,9,-0.45161217175994783
Tax Reform Package,fiscal,dsge,government_debt,10,-0.3795910354883697
Tax Reform Package,fiscal,dsge,government_debt,11,-0.5678885296840386
Tax Reform Package,fiscal,dsge,government_debt,12,-0.4130143873031149
Tax Reform Package,fiscal,dsge,government_debt,13,-0.4460828819292823
Tax Reform Package,fiscal,dsge,government_debt,14,-0.3509553307709641
Tax Reform Package,fiscal,dsge,government_debt,15,-0.2208707650559024
Tax Reform Package,fiscal,dsge,government_debt,16,-0.20194060115704018
Tax Reform Package,fiscal,dsge,trade_balance,0,0.0
Tax Reform Package,fiscal,dsge,trade_balance,1,0.0
Tax Reform Package,fiscal,dsge,trade_balance,2,0.0
Tax Reform Package,fiscal,dsge,trade_balance,3,0.0
Tax Reform Package,fiscal,dsge,trade_balance,4,0.0
Tax Reform Package,fiscal,dsge,trade_balance,5,0.0
Tax Reform Package,fiscal,dsge,trade_balance,6,0.0
Tax Reform Package,fiscal,dsge,trade_balance,7,0.0
Tax Reform Package,fiscal,dsge,trade_balance,8,0.0
Tax Reform Package,fiscal,dsge,trade_balance,9,0.0
Tax Reform Package,fiscal,dsge,trade_balance,10,0.0
Tax Reform Package,fiscal,dsge,trade_balance,11,0.0
Tax Reform Package,fiscal,dsge,trade_balance,12,0.0
Tax Reform Package,fiscal,dsge,trade_balance,13,0.0
Tax Reform Package,fiscal,dsge,trade_balance,14,0.0
Tax Reform Package,fiscal,dsge,trade_balance,15,0.0
Tax Reform Package,fiscal,dsge,trade_balance,16,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,0,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,1,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,2,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,3,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,4,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,5,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,6,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,7,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,8,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,9,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,10,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,11,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,12,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,13,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,14,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,15,0.0
Tax Reform Package,fiscal,dsge,real_exchange_rate,16,0.0
Tax Reform Package,fiscal,cge,gdp_growth,0,0.0
Tax Reform Package,fiscal,cge,gdp_growth,1,0.020861994426471776
Tax Reform Package,fiscal,cge,gdp_growth,2,-0.11080710064918976
Tax Reform Package,fiscal,cge,gdp_growth,3,-0.18279708139977094
Tax Reform Package,fiscal,cge,gdp_growth,4,-0.251032746030863
Tax Reform Package,fiscal,cge,gdp_growth,5,-0.42983444173838015
Tax Reform Package,fiscal,cge,gdp_growth,6,-0.42983375219186565
Tax Reform Package,fiscal,cge,gdp_growth,7,-0.35367306174868957
Tax Reform Package,fiscal,cge,gdp_growth,8,-0.38776774137557785
Tax Reform Package,fiscal,cge,gdp_growth,9,-0.43971792420926803
Tax Reform Package,fiscal,cge,gdp_growth,10,-0.39721247816938954
Tax Reform Package,fiscal,cge,gdp_growth,11,-0.43946354309812347
Tax Reform Package,fiscal,cge,gdp_growth,12,-0.43956064964995084
Tax Reform Package,fiscal,cge,gdp_growth,13,-0.4098375845942266
Tax Reform Package,fiscal,cge,gdp_growth,14,-0.3953577702756276
Tax Reform Package,fiscal,cge,gdp_growth,15,-0.28244654896554744
Tax Reform Package,fiscal,cge,gdp_growth,16,-0.12861607622812088
Tax Reform Package,fiscal,cge,inflation,0,0.0
Tax Reform Package,fiscal,cge,inflation,1,-0.027346440249029446
Tax Reform Package,fiscal,cge,inflation,2,-0.05901532201992761
Tax Reform Package,fiscal,cge,inflation,3,-0.1595166500390727
Tax Reform Package,fiscal,cge,inflation,4,-0.2406321999360529
Tax Reform Package,fiscal,cge,inflation,5,-0.23042748323911805
Tax Reform Package,fiscal,cge,inflation,6,-0.2760959601131365
Tax Reform Package,fiscal,cge,inflation,7,-0.26817673847342605
Tax Reform Package,fiscal,cge,inflation,8,-0.30846820102776334
Tax Reform Package,fiscal,cge,inflation,9,-0.28469833356217994
Tax Reform Package,fiscal,cge,inflation,10,-0.26700509007783363
Tax Reform Package,fiscal,cge,inflation,11,-0.3010768265904022
Tax Reform Package,fiscal,cge,inflation,12,-0.2598561535046669
Tax Reform Package,fiscal,cge,inflation,13,-0.28621724462780773
Tax Reform Package,fiscal,cge,inflation,14,-0.2103757312444185
Tax Reform Package,fiscal,cge,inflation,15,-0.15124607853019373
Tax Reform Package,fiscal,cge,inflation,16,-0.017488489018258675
Tax Reform Package,fiscal,cge,unemployment,0,0.0
Tax Reform Package,fiscal,cge,unemployment,1,-0.0004454084163518195
Tax Reform Package,fiscal,cge,unemployment,2,0.0475955393444553
Tax Reform Package,fiscal,cge,unemployment,3,0.19214398209940528
Tax Reform Package,fiscal,cge,unemployment,4,0.20721215955095632
Tax Reform Package,fiscal,cge,unemployment,5,0.336892498635157
Tax Reform Package,fiscal,cge,unemployment,6,0.26533088591196746
Tax Reform Package,fiscal,cge,unemployment,7,0.28616986038635184
Tax Reform Package,fiscal,cge,unemployment,8,0.33649642078368114
Tax Reform Package,fiscal,cge,unemployment,9,0.3543693971398486
Tax Reform Package,fiscal,cge,unemployment,10,0.3356551532792691
Tax Reform Package,fiscal,cge,unemployment,11,0.3261836066811881
Tax Reform Package,fiscal,cge,unemployment,12,0.3200635780455535
Tax Reform Package,fiscal,cge,unemployment,13,0.28120877431787494
Tax Reform Package,fiscal,cge,unemployment,14,0.22374514112297467
Tax Reform Package,fiscal,cge,unemployment,15,0.14979892055832705
Tax Reform Package,fiscal,cge,unemployment,16,0.11738503346522425
Tax Reform Package,fiscal,cge,current_account,0,0.0
Tax Reform Package,fiscal,cge,current_account,1,0.0
Tax Reform Package,fiscal,cge,current_account,2,0.0
Tax Reform Package,fiscal,cge,current_account,3,0.0
Tax Reform Package,fiscal,cge,current_account,4,0.0
Tax Reform Package,fiscal,cge,current_account,5,0.0
Tax Reform Package,fiscal,cge,current_account,6,0.0
Tax Reform Package,fiscal,cge,current_account,7,0.0
Tax Reform Package,fiscal,cge,current_account,8,0.0
Tax Reform Package,fiscal,cge,current_account,9,0.0
Tax Reform Package,fiscal,cge,current_account,10,0.0
Tax Reform Package,fiscal,cge,current_account,11,0.0
Tax Reform Package,fiscal,cge,current_account,12,0.0
Tax Reform Package,fiscal,cge,current_account,13,0.0
Tax Reform Package,fiscal,cge,current_account,14,0.0
Tax Reform Package,fiscal,cge,current_account,15,0.0
Tax Reform Package,fiscal,cge,current_account,16,0.0
Tax Reform Package,fiscal,cge,government_debt,0,0.0
Tax Reform Package,fiscal,cge,government_debt,1,0.03168850707337373
Tax Reform Package,fiscal,cge,government_debt,2,-0.0446066388857379
Tax Reform Package,fiscal,cge,government_debt,3,-0.19780839474163303
Tax Reform Package,fiscal,cge,government_debt,4,-0.25336221698221106
Tax Reform Package,fiscal,cge,government_debt,5,-0.37589619502314225
Tax Reform Package,fiscal,cge,government_debt,6,-0.4151596704295999
Tax Reform Package,fiscal,cge,government_debt,7,-0.3759055713851719
